 1 0                     0.00000000                         
 3 0                     19.81961484203                     
 1 0                     20.6157751334                      
 3 1                     20.96408720675                     
 1 1                     21.2180230218                      
 3 0                     22.718466742                       
 1 0                     22.920317682                       
 3 1                     23.0070734673                      
 3 2                     23.07365102990                     
 1 2                     23.07407511941                     
 1 1                     23.0870188528                      
 3 0                     23.593959036                       
 1 0                     23.6735709133                      
 3 1                     23.7078915511                      
 3 2                     23.73609051247                     
 1 2                     23.73633535786                     
 3 3                     23.737007130074                    
 1 3                     23.737010045198                    
 1 1                     23.7420703918                      
 3 0                     23.9719717413                      
 1 0                     24.0112153129                      
 3 1                     24.0282253870                      
 3 2                     24.042662564819                    
 1 2                     24.042803734930                    
 3 3                     24.043154407280                    
 1 3                     24.043155971555                    
 3 4                     24.0432159882911                   
 1 4                     24.0432168542416                   
 1 1                     24.0458007297                      
 3 0                     24.1689985463                      
 1 0                     24.1911605982                      
 3 1                     24.2008157776                      
 3 2                     24.209163433335                    
 1 2                     24.209250116893                    
 3 3                     24.2094551506479                   
 1 3                     24.2094560889011                   
 3 4                     24.2094922052525                   
 1 4                     24.2094927063924                   
 3 5                     24.20950088025301                  
 1 5                     24.20950121490285                  
 1 1                     24.2110030003                      
 3 0                     24.2845663599                      
 1 0                     24.2982862291                      
 3 1                     24.30428952460                     
 3 2                     24.309541220281                    
 1 2                     24.309597704313                    
 3 3                     24.3097276142809                   
 1 3                     24.3097282201906                                                                                 
 3 4                     24.3097514886974                   
 1 4                     24.3097518042885                   
 3 5                     24.30975716401156                  
 1 5                     24.30975737475284                  
 3 6                     24.30975894672121                  
 1 6                     24.30975909740429                  
 1 1                     24.31070850185                                                                                   
 3 0                     24.3581044672                      
 1 0                     24.3671804009                      
 3 1                     24.37116620390                     
 3 2                     24.374681203098                    
 1 2                     24.374719867558                    
 3 3                     24.3748072401842                   
 1 3                     24.3748076533589                                                                                 
 3 4                     24.3748234692642                   
 1 4                     24.37482368068775                  
 3 5                     24.37482736358889                  
 1 5                     24.37482750476883                  
 3 6                     24.37482860166212                  
 1 6                     24.37482870260794                  
 3 8                     24.37482907849952                  
 1 8                     24.37482915425795                  
 1 1                     24.37546702047                     
 3 0                     24.40777570227                     
 1 0                     24.41408840062                     
 3 1                     24.41686920906                     
 3 2                     24.419335888144                    
 1 2                     24.419363440351                    
 3 3                     24.4194249695298                   
 1 3                     24.4194252634467                   
 3 4                     24.41943648105410                  
 1 4                     24.41943662954452                  
 3 5                     24.41943926060352                  
 1 5                     24.41943935975852                  
 3 6                     24.41944015122678                  
 1 6                     24.41944022212417                  
 3 8                     24.41944049736809                  
 1 8                     24.41944055057566                  
 1 1                     24.41988963744                     
 3 0                     24.44289372042                     
 1 0                     24.44746034222                     
 3 1                     24.44947721493                     
 3 2                     24.451274135127                    
 1 2                     24.4512944275430              
 3 3                     24.4513393678505                   
 1 3                     24.4513395841480                   
 3 4                     24.45134781888615                  
 1 4                     24.45134792713613                     
 3 5                     24.45134986834879                 
 1 5                     24.45134994063270  
 3 6                     24.45135052860618                  
 1 6                     24.45135058029048                                                                                
 3 8                     24.45135078680538                  
 1 8                     24.45135082559359                                                                                
 1 1                     24.45167878250                                                                                   
 1 1                     24.475209                                                                                        
 1 1                     24.493108                                                                                        
 1 1                     24.507043                                                                                        
 1 1                     24.518101                                                                                        
 1 1                     24.527024                          
